Visit_ID,Lead_ID,Visit_Date,Sales_Executive_ID,Visit_Rating,Family_Attended,Sample_Flat,Visit_Duration,Booking_Probability
VISIT02611,LEAD04385,2024-06-04,EXEC22,2,Yes,3BHK,100,0.21
VISIT02612,LEAD04386,2024-05-12,EXEC01,3,No,3BHK,104,0.3
VISIT02613,LEAD04393,2025-10-10,EXEC27,3,Yes,3BHK,86,0.31
VISIT02614,LEAD04394,2026-06-04,EXEC25,3,Yes,3BHK,82,0.4
VISIT02615,LEAD04395,2025-04-22,EXEC25,3,No,4BHK,71,0.28
VISIT02616,LEAD04395,2025-06-07,EXEC25,3,Yes,3BHK,66,0.42
VISIT02617,LEAD04399,2026-07-28,EXEC03,4,No,5BHK,109,0.38
VISIT02618,LEAD04399,2026-08-14,EXEC03,5,No,4BHK,119,0.65
VISIT02619,LEAD04400,2026-02-06,EXEC02,5,Yes,4BHK,103,0.92
VISIT02620,LEAD04400,2026-03-15,EXEC02,4,Yes,4BHK,133,0.95
VISIT02621,LEAD04400,2026-03-29,EXEC02,5,Yes,3BHK,121,0.97
VISIT02622,LEAD04404,2025-07-04,EXEC22,3,No,3BHK,112,0.54
VISIT02623,LEAD04406,2026-12-31,EXEC09,5,Yes,3BHK,106,0.6
VISIT02624,LEAD04409,2026-12-31,EXEC20,4,No,3BHK,68,0.49
VISIT02625,LEAD04410,2026-10-03,EXEC26,4,Yes,4BHK,104,0.5
VISIT02626,LEAD04410,2026-10-18,EXEC26,3,No,3BHK,87,0.47
VISIT02627,LEAD04411,2026-04-27,EXEC21,4,No,3BHK,112,0.42
VISIT02628,LEAD04417,2024-07-08,EXEC11,3,No,3BHK,137,0.34
VISIT02629,LEAD04417,2024-07-26,EXEC11,3,Yes,3BHK,67,0.5
VISIT02630,LEAD04420,2026-12-31,EXEC06,5,Yes,3BHK,152,0.97
VISIT02631,LEAD04424,2024-04-24,EXEC27,4,Yes,3BHK,107,0.5
VISIT02632,LEAD04425,2024-08-05,EXEC01,4,Yes,3BHK,91,0.48
VISIT02633,LEAD04426,2025-03-11,EXEC03,4,Yes,3BHK,116,0.5
VISIT02634,LEAD04427,2025-07-15,EXEC20,4,Yes,4BHK,112,0.5
VISIT02635,LEAD04430,2026-12-31,EXEC22,3,Yes,4BHK,119,0.36
VISIT02636,LEAD04431,2024-10-09,EXEC26,5,No,3BHK,92,0.81
VISIT02637,LEAD04437,2025-08-05,EXEC21,4,Yes,3BHK,78,0.47
VISIT02638,LEAD04443,2026-12-31,EXEC15,4,Yes,4BHK,119,0.82
VISIT02639,LEAD04444,2026-03-26,EXEC29,5,No,4BHK,146,0.88
VISIT02640,LEAD04444,2026-04-12,EXEC29,4,Yes,4BHK,129,0.91
VISIT02641,LEAD04449,2024-01-28,EXEC29,5,No,4BHK,130,0.88
VISIT02642,LEAD04449,2024-02-27,EXEC29,5,No,4BHK,89,0.95
VISIT02643,LEAD04455,2026-11-29,EXEC23,2,Yes,4BHK,74,0.23
VISIT02644,LEAD04457,2024-11-07,EXEC26,3,Yes,3BHK,89,0.32
VISIT02645,LEAD04460,2024-07-10,EXEC18,5,Yes,3BHK,111,0.91
VISIT02646,LEAD04460,2024-08-17,EXEC18,4,No,4BHK,95,0.78
VISIT02647,LEAD04460,2024-08-23,EXEC18,4,Yes,3BHK,76,0.94
VISIT02648,LEAD04461,2025-03-05,EXEC24,2,Yes,3BHK,71,0.31
VISIT02649,LEAD04464,2026-12-31,EXEC22,4,No,4BHK,92,0.44
VISIT02650,LEAD04465,2026-06-22,EXEC24,3,No,3BHK,98,0.31
VISIT02651,LEAD04471,2024-10-11,EXEC10,3,Yes,3BHK,116,0.28
VISIT02652,LEAD04474,2026-03-18,EXEC22,5,No,3BHK,157,0.7
VISIT02653,LEAD04474,2026-04-03,EXEC22,5,Yes,3BHK,97,0.8
VISIT02654,LEAD04475,2026-09-01,EXEC26,2,Yes,4BHK,66,0.12
VISIT02655,LEAD04478,2024-02-02,EXEC08,5,Yes,5BHK,124,0.85
VISIT02656,LEAD04478,2024-02-26,EXEC08,5,Yes,3BHK,143,0.82
VISIT02657,LEAD04485,2024-06-19,EXEC23,3,No,3BHK,149,0.28
VISIT02658,LEAD04487,2025-10-10,EXEC01,5,No,4BHK,108,0.9
VISIT02659,LEAD04489,2024-07-26,EXEC29,3,No,3BHK,57,0.3
VISIT02660,LEAD04490,2026-10-14,EXEC16,2,Yes,4BHK,99,0.11
VISIT02661,LEAD04491,2025-06-04,EXEC20,4,Yes,3BHK,116,0.49
VISIT02662,LEAD04493,2025-08-21,EXEC05,4,Yes,4BHK,148,0.77
VISIT02663,LEAD04493,2025-09-30,EXEC05,5,Yes,4BHK,112,0.96
VISIT02664,LEAD04494,2026-05-01,EXEC11,3,Yes,4BHK,109,0.33
VISIT02665,LEAD04496,2026-12-13,EXEC22,4,Yes,5BHK,92,0.47
VISIT02666,LEAD04501,2024-12-09,EXEC09,3,Yes,4BHK,110,0.37
VISIT02667,LEAD04502,2025-06-01,EXEC12,3,No,3BHK,96,0.36
VISIT02668,LEAD04502,2025-07-17,EXEC12,3,Yes,3BHK,102,0.51
VISIT02669,LEAD04503,2026-08-13,EXEC15,3,No,3BHK,93,0.34
VISIT02670,LEAD04504,2026-12-31,EXEC17,5,Yes,4BHK,104,0.69
VISIT02671,LEAD04513,2024-11-06,EXEC23,3,No,3BHK,106,0.6
VISIT02672,LEAD04513,2024-12-17,EXEC23,5,No,4BHK,86,0.97
VISIT02673,LEAD04513,2025-01-28,EXEC23,5,Yes,3BHK,115,0.97
VISIT02674,LEAD04515,2024-09-17,EXEC23,5,Yes,3BHK,106,0.85
VISIT02675,LEAD04515,2024-11-08,EXEC23,5,Yes,3BHK,117,0.97
VISIT02676,LEAD04516,2026-12-22,EXEC13,3,No,3BHK,88,0.28
VISIT02677,LEAD04517,2024-05-10,EXEC08,4,No,3BHK,150,0.38
VISIT02678,LEAD04520,2026-12-31,EXEC21,4,Yes,4BHK,122,0.67
VISIT02679,LEAD04520,2026-12-31,EXEC21,4,No,4BHK,89,0.69
VISIT02680,LEAD04523,2026-12-31,EXEC07,3,Yes,3BHK,100,0.43
VISIT02681,LEAD04525,2026-07-01,EXEC24,4,No,5BHK,160,0.44
VISIT02682,LEAD04526,2026-10-17,EXEC27,3,Yes,5BHK,117,0.55
VISIT02683,LEAD04526,2026-10-15,EXEC27,3,Yes,3BHK,99,0.59
VISIT02684,LEAD04534,2025-01-12,EXEC16,5,Yes,3BHK,97,0.62
VISIT02685,LEAD04535,2025-12-16,EXEC10,3,Yes,4BHK,120,0.39
VISIT02686,LEAD04536,2025-10-14,EXEC23,2,Yes,3BHK,50,0.46
VISIT02687,LEAD04536,2025-11-04,EXEC23,5,No,4BHK,151,0.83
VISIT02688,LEAD04539,2025-09-07,EXEC02,4,No,3BHK,99,0.43
VISIT02689,LEAD04542,2025-02-11,EXEC24,4,No,3BHK,123,0.42
VISIT02690,LEAD04543,2025-12-26,EXEC12,3,Yes,4BHK,93,0.3
VISIT02691,LEAD04544,2025-05-21,EXEC21,4,Yes,4BHK,97,0.72
VISIT02692,LEAD04547,2024-01-27,EXEC07,4,Yes,3BHK,118,0.46
VISIT02693,LEAD04549,2026-11-11,EXEC17,5,Yes,3BHK,146,0.89
VISIT02694,LEAD04549,2026-12-01,EXEC17,5,No,4BHK,149,0.9
VISIT02695,LEAD04556,2026-07-09,EXEC05,3,Yes,4BHK,99,0.35
VISIT02696,LEAD04556,2026-08-13,EXEC05,4,Yes,3BHK,92,0.66
VISIT02697,LEAD04561,2024-05-16,EXEC19,5,Yes,3BHK,110,0.92
VISIT02698,LEAD04561,2024-06-13,EXEC19,5,Yes,3BHK,118,0.97
VISIT02699,LEAD04564,2025-07-08,EXEC23,3,No,3BHK,80,0.3
VISIT02700,LEAD04568,2026-12-31,EXEC22,3,Yes,4BHK,103,0.42
VISIT02701,LEAD04569,2026-02-02,EXEC13,3,No,3BHK,87,0.28
VISIT02702,LEAD04570,2025-11-21,EXEC07,5,Yes,5BHK,104,0.89
VISIT02703,LEAD04570,2026-01-17,EXEC07,4,Yes,3BHK,96,0.89
VISIT02704,LEAD04575,2026-12-31,EXEC21,4,No,5BHK,116,0.61
VISIT02705,LEAD04576,2026-12-31,EXEC18,3,Yes,3BHK,106,0.39
VISIT02706,LEAD04575,2026-12-31,EXEC21,4,Yes,5BHK,96,0.77
VISIT02707,LEAD04579,2025-03-12,EXEC02,4,Yes,3BHK,88,0.48
VISIT02708,LEAD04581,2025-07-15,EXEC24,3,Yes,3BHK,114,0.37
VISIT02709,LEAD04581,2025-08-30,EXEC24,3,No,3BHK,76,0.35
VISIT02710,LEAD04586,2026-03-01,EXEC12,4,No,4BHK,66,0.5
VISIT02711,LEAD04587,2024-12-25,EXEC14,4,Yes,4BHK,82,0.52
VISIT02712,LEAD04587,2025-01-05,EXEC14,2,Yes,4BHK,73,0.33
VISIT02713,LEAD04588,2026-06-15,EXEC18,3,Yes,4BHK,115,0.35
VISIT02714,LEAD04592,2024-12-30,EXEC26,4,No,5BHK,102,0.46
VISIT02715,LEAD04594,2024-04-06,EXEC19,2,Yes,3BHK,97,0.29
VISIT02716,LEAD04601,2026-01-27,EXEC03,3,Yes,3BHK,105,0.33
VISIT02717,LEAD04601,2026-03-29,EXEC03,3,Yes,3BHK,98,0.47
VISIT02718,LEAD04603,2025-09-29,EXEC22,3,No,4BHK,97,0.25
VISIT02719,LEAD04605,2025-11-09,EXEC08,5,Yes,5BHK,93,0.49
VISIT02720,LEAD04611,2024-10-09,EXEC18,4,Yes,4BHK,100,0.85
VISIT02721,LEAD04611,2024-10-27,EXEC18,4,No,3BHK,111,0.89
VISIT02722,LEAD04614,2026-10-23,EXEC07,5,Yes,4BHK,75,0.61
VISIT02723,LEAD04614,2026-12-14,EXEC07,4,No,5BHK,102,0.46
VISIT02724,LEAD04621,2026-02-16,EXEC22,4,Yes,3BHK,86,0.84
VISIT02725,LEAD04623,2025-02-13,EXEC18,4,Yes,3BHK,75,0.69
VISIT02726,LEAD04625,2025-02-06,EXEC29,4,Yes,3BHK,123,0.46
VISIT02727,LEAD04625,2025-03-12,EXEC29,3,Yes,4BHK,133,0.5
VISIT02728,LEAD04628,2026-01-06,EXEC04,3,No,3BHK,117,0.3
VISIT02729,LEAD04628,2026-02-21,EXEC04,4,Yes,3BHK,96,0.5
VISIT02730,LEAD04629,2025-01-31,EXEC09,4,Yes,3BHK,113,0.84
VISIT02731,LEAD04629,2025-04-18,EXEC09,5,Yes,4BHK,143,0.97
VISIT02732,LEAD04630,2026-08-01,EXEC04,3,Yes,3BHK,112,0.39
VISIT02733,LEAD04632,2025-08-06,EXEC16,2,No,5BHK,87,0.4
VISIT02734,LEAD04633,2025-06-13,EXEC20,3,Yes,3BHK,101,0.29
VISIT02735,LEAD04634,2024-06-05,EXEC27,4,Yes,4BHK,91,0.45
VISIT02736,LEAD04634,2024-06-30,EXEC27,5,No,3BHK,93,0.71
VISIT02737,LEAD04634,2024-10-07,EXEC27,5,Yes,3BHK,102,0.74
VISIT02738,LEAD04641,2026-12-31,EXEC09,4,Yes,4BHK,112,0.49
VISIT02739,LEAD04642,2026-05-14,EXEC03,2,Yes,4BHK,79,0.23
VISIT02740,LEAD04645,2024-06-10,EXEC02,4,No,3BHK,123,0.36
VISIT02741,LEAD04646,2025-07-16,EXEC18,4,No,4BHK,94,0.38
VISIT02742,LEAD04650,2026-10-28,EXEC23,4,No,3BHK,118,0.86
VISIT02743,LEAD04650,2026-12-21,EXEC23,5,Yes,3BHK,117,0.97
VISIT02744,LEAD04651,2026-12-31,EXEC25,3,No,4BHK,109,0.33
VISIT02745,LEAD04653,2026-10-04,EXEC05,3,Yes,3BHK,114,0.53
VISIT02746,LEAD04654,2026-12-31,EXEC24,3,Yes,3BHK,86,0.61
VISIT02747,LEAD04655,2026-12-31,EXEC08,5,Yes,4BHK,118,0.56
VISIT02748,LEAD04654,2026-12-31,EXEC24,4,Yes,3BHK,72,0.82
VISIT02749,LEAD04658,2026-03-07,EXEC29,3,No,3BHK,89,0.31
VISIT02750,LEAD04664,2025-12-16,EXEC29,4,Yes,5BHK,129,0.46
VISIT02751,LEAD04664,2026-01-10,EXEC29,3,Yes,3BHK,132,0.55
VISIT02752,LEAD04664,2026-03-07,EXEC29,3,Yes,4BHK,155,0.52
VISIT02753,LEAD04670,2026-09-12,EXEC06,4,No,4BHK,112,0.57
VISIT02754,LEAD04670,2026-10-07,EXEC06,4,Yes,5BHK,139,0.75
VISIT02755,LEAD04670,2026-12-23,EXEC06,4,Yes,3BHK,119,0.79
VISIT02756,LEAD04671,2026-10-13,EXEC08,4,Yes,3BHK,76,0.83
VISIT02757,LEAD04673,2026-12-31,EXEC30,4,No,4BHK,107,0.39
VISIT02758,LEAD04674,2024-04-14,EXEC12,5,No,3BHK,110,0.81
VISIT02759,LEAD04674,2024-05-30,EXEC12,4,Yes,3BHK,138,0.82
VISIT02760,LEAD04675,2025-02-14,EXEC08,3,No,4BHK,100,0.35
VISIT02761,LEAD04676,2024-12-24,EXEC02,2,Yes,3BHK,65,0.24
VISIT02762,LEAD04678,2026-05-18,EXEC06,4,No,3BHK,153,0.72
VISIT02763,LEAD04678,2026-06-29,EXEC06,4,Yes,4BHK,111,0.87
VISIT02764,LEAD04678,2026-09-10,EXEC06,5,Yes,3BHK,87,0.97
VISIT02765,LEAD04680,2025-01-01,EXEC12,4,No,3BHK,123,0.42
VISIT02766,LEAD04682,2026-09-30,EXEC08,4,Yes,5BHK,93,0.45
VISIT02767,LEAD04683,2026-11-14,EXEC18,4,No,4BHK,110,0.73
VISIT02768,LEAD04684,2026-03-15,EXEC12,5,Yes,3BHK,93,0.59
VISIT02769,LEAD04686,2025-03-12,EXEC06,5,Yes,4BHK,120,0.71
VISIT02770,LEAD04687,2025-10-17,EXEC03,4,Yes,4BHK,129,0.5
VISIT02771,LEAD04687,2025-12-11,EXEC03,5,No,3BHK,109,0.52
VISIT02772,LEAD04688,2026-07-01,EXEC20,5,Yes,3BHK,119,0.66
VISIT02773,LEAD04689,2026-06-01,EXEC18,3,Yes,4BHK,71,0.47
VISIT02774,LEAD04690,2026-12-31,EXEC21,2,No,5BHK,78,0.19
VISIT02775,LEAD04691,2026-12-31,EXEC09,5,Yes,4BHK,85,0.85
VISIT02776,LEAD04692,2024-09-27,EXEC28,3,No,3BHK,93,0.2
VISIT02777,LEAD04695,2024-06-11,EXEC24,3,Yes,3BHK,112,0.41
VISIT02778,LEAD04698,2026-12-30,EXEC25,4,Yes,3BHK,100,0.49
VISIT02779,LEAD04699,2026-12-31,EXEC22,5,No,3BHK,122,0.68
VISIT02780,LEAD04699,2026-12-31,EXEC22,5,Yes,4BHK,128,0.95
VISIT02781,LEAD04700,2026-08-26,EXEC10,4,Yes,3BHK,89,0.55
VISIT02782,LEAD04703,2026-12-31,EXEC15,4,Yes,3BHK,85,0.66
VISIT02783,LEAD04703,2026-12-31,EXEC15,5,Yes,4BHK,110,0.86
VISIT02784,LEAD04703,2026-12-31,EXEC15,5,No,3BHK,108,0.88
VISIT02785,LEAD04704,2024-08-27,EXEC15,5,Yes,3BHK,172,0.92
VISIT02786,LEAD04705,2025-05-06,EXEC12,4,Yes,4BHK,118,0.5
VISIT02787,LEAD04706,2025-12-18,EXEC11,3,Yes,3BHK,62,0.44
VISIT02788,LEAD04707,2024-03-21,EXEC20,4,Yes,3BHK,127,0.43
VISIT02789,LEAD04711,2025-07-23,EXEC05,3,Yes,4BHK,74,0.41
VISIT02790,LEAD04712,2026-08-31,EXEC22,5,Yes,3BHK,137,0.97
VISIT02791,LEAD04714,2026-12-31,EXEC01,4,Yes,4BHK,85,0.49
VISIT02792,LEAD04716,2025-06-17,EXEC24,5,Yes,4BHK,97,0.91
VISIT02793,LEAD04716,2025-08-01,EXEC24,4,No,3BHK,117,0.93
VISIT02794,LEAD04716,2025-07-12,EXEC24,5,Yes,4BHK,128,0.97
VISIT02795,LEAD04717,2026-08-26,EXEC28,4,Yes,3BHK,105,0.43
VISIT02796,LEAD04719,2026-12-31,EXEC04,4,No,3BHK,67,0.81
VISIT02797,LEAD04721,2025-02-22,EXEC28,2,No,5BHK,74,0.19
VISIT02798,LEAD04721,2025-04-21,EXEC28,4,No,5BHK,125,0.5
VISIT02799,LEAD04730,2026-12-18,EXEC30,5,No,3BHK,108,0.6
VISIT02800,LEAD04730,2026-12-31,EXEC30,4,No,4BHK,131,0.54
VISIT02801,LEAD04731,2025-04-01,EXEC04,4,No,3BHK,117,0.77
VISIT02802,LEAD04733,2026-05-26,EXEC15,4,No,3BHK,129,0.4
VISIT02803,LEAD04734,2026-12-05,EXEC26,5,No,3BHK,105,0.53
VISIT02804,LEAD04736,2024-11-15,EXEC14,5,Yes,3BHK,115,0.89
VISIT02805,LEAD04740,2026-09-30,EXEC01,4,Yes,3BHK,93,0.51
VISIT02806,LEAD04742,2025-01-04,EXEC02,4,Yes,3BHK,112,0.66
VISIT02807,LEAD04742,2025-03-12,EXEC02,4,Yes,3BHK,125,0.69
VISIT02808,LEAD04747,2025-06-25,EXEC16,4,No,5BHK,95,0.32
VISIT02809,LEAD04752,2024-08-05,EXEC09,3,No,4BHK,101,0.58
VISIT02810,LEAD04753,2024-09-02,EXEC29,5,Yes,4BHK,107,0.92
VISIT02811,LEAD04759,2026-06-17,EXEC17,3,No,3BHK,84,0.3
VISIT02812,LEAD04760,2026-08-29,EXEC12,3,No,4BHK,99,0.33
VISIT02813,LEAD04760,2026-09-27,EXEC12,4,Yes,3BHK,120,0.57
VISIT02814,LEAD04760,2026-10-25,EXEC12,3,Yes,3BHK,111,0.55
VISIT02815,LEAD04762,2024-04-09,EXEC15,2,Yes,4BHK,54,0.3
VISIT02816,LEAD04771,2026-12-31,EXEC13,5,Yes,4BHK,140,0.56
VISIT02817,LEAD04771,2026-12-31,EXEC13,4,Yes,4BHK,87,0.57
VISIT02818,LEAD04772,2024-09-27,EXEC13,5,Yes,3BHK,100,0.57
VISIT02819,LEAD04776,2024-04-08,EXEC29,4,Yes,3BHK,148,0.91
VISIT02820,LEAD04776,2024-05-29,EXEC29,5,No,4BHK,115,0.97
VISIT02821,LEAD04777,2024-10-31,EXEC17,4,No,4BHK,71,0.58
VISIT02822,LEAD04777,2024-11-26,EXEC17,5,No,4BHK,121,0.73
VISIT02823,LEAD04778,2024-02-13,EXEC28,5,No,3BHK,119,0.9
VISIT02824,LEAD04778,2024-03-03,EXEC28,4,No,5BHK,138,0.82
VISIT02825,LEAD04779,2024-08-30,EXEC20,3,Yes,3BHK,83,0.32
VISIT02826,LEAD04784,2026-09-16,EXEC28,4,Yes,3BHK,100,0.51
VISIT02827,LEAD04785,2026-12-31,EXEC24,2,Yes,4BHK,72,0.19
VISIT02828,LEAD04785,2026-12-31,EXEC24,4,No,4BHK,155,0.5
VISIT02829,LEAD04786,2025-12-13,EXEC25,2,Yes,3BHK,101,0.18
VISIT02830,LEAD04788,2024-10-13,EXEC28,3,Yes,3BHK,122,0.28
VISIT02831,LEAD04790,2025-10-10,EXEC04,3,Yes,3BHK,141,0.4
VISIT02832,LEAD04794,2025-05-15,EXEC21,4,Yes,5BHK,91,0.36
VISIT02833,LEAD04800,2026-05-18,EXEC25,4,Yes,3BHK,106,0.39
VISIT02834,LEAD04802,2024-10-19,EXEC02,4,Yes,3BHK,118,0.45
VISIT02835,LEAD04806,2026-11-19,EXEC02,3,No,3BHK,138,0.43
VISIT02836,LEAD04809,2025-09-18,EXEC28,5,No,5BHK,115,0.5
VISIT02837,LEAD04814,2025-11-30,EXEC20,3,Yes,4BHK,119,0.6
VISIT02838,LEAD04814,2025-12-30,EXEC20,4,Yes,3BHK,103,0.73
VISIT02839,LEAD04815,2026-08-10,EXEC16,4,No,4BHK,151,0.41
VISIT02840,LEAD04816,2026-10-04,EXEC24,3,No,4BHK,67,0.35
VISIT02841,LEAD04817,2026-12-08,EXEC04,3,Yes,4BHK,108,0.37
VISIT02842,LEAD04817,2026-12-31,EXEC04,4,No,3BHK,123,0.57
VISIT02843,LEAD04819,2026-01-08,EXEC04,4,No,3BHK,98,0.28
VISIT02844,LEAD04824,2026-03-12,EXEC09,4,Yes,5BHK,85,0.63
VISIT02845,LEAD04824,2026-03-31,EXEC09,4,Yes,3BHK,133,0.73
VISIT02846,LEAD04830,2024-12-18,EXEC03,5,No,4BHK,84,0.87
VISIT02847,LEAD04830,2024-12-24,EXEC03,5,Yes,3BHK,116,0.97
VISIT02848,LEAD04832,2026-08-19,EXEC26,3,Yes,4BHK,99,0.32
VISIT02849,LEAD04833,2026-12-31,EXEC28,5,Yes,3BHK,141,0.96
VISIT02850,LEAD04834,2024-02-09,EXEC11,2,Yes,3BHK,86,0.29
VISIT02851,LEAD04836,2025-05-01,EXEC14,4,Yes,4BHK,129,0.76
VISIT02852,LEAD04838,2025-11-01,EXEC30,4,Yes,3BHK,109,0.49
VISIT02853,LEAD04840,2026-11-07,EXEC22,3,No,3BHK,138,0.28
VISIT02854,LEAD04843,2026-03-28,EXEC13,3,Yes,4BHK,93,0.46
VISIT02855,LEAD04844,2024-06-10,EXEC05,3,Yes,3BHK,67,0.23
VISIT02856,LEAD04844,2024-07-04,EXEC05,3,No,3BHK,91,0.37
VISIT02857,LEAD04846,2025-12-01,EXEC22,5,No,3BHK,130,0.86
VISIT02858,LEAD04846,2026-01-06,EXEC22,4,Yes,3BHK,97,0.92
VISIT02859,LEAD04847,2025-08-14,EXEC30,5,No,4BHK,132,0.85
VISIT02860,LEAD04847,2025-10-01,EXEC30,5,No,3BHK,137,0.97
VISIT02861,LEAD04850,2024-03-22,EXEC13,3,Yes,4BHK,93,0.27
VISIT02862,LEAD04851,2026-03-01,EXEC02,5,Yes,3BHK,142,0.57
VISIT02863,LEAD04857,2026-12-31,EXEC02,5,Yes,5BHK,149,0.9
VISIT02864,LEAD04859,2026-12-24,EXEC30,4,No,5BHK,98,0.34
VISIT02865,LEAD04860,2026-09-17,EXEC11,3,No,4BHK,105,0.29
VISIT02866,LEAD04861,2024-12-18,EXEC23,4,No,3BHK,96,0.84
VISIT02867,LEAD04864,2026-04-25,EXEC19,4,Yes,3BHK,112,0.6
VISIT02868,LEAD04864,2026-05-24,EXEC19,5,No,3BHK,129,0.6
VISIT02869,LEAD04867,2026-12-31,EXEC23,4,Yes,3BHK,121,0.46
VISIT02870,LEAD04870,2024-03-23,EXEC16,3,Yes,3BHK,87,0.28
VISIT02871,LEAD04870,2024-04-05,EXEC16,4,Yes,3BHK,62,0.6
VISIT02872,LEAD04872,2026-04-05,EXEC25,4,No,3BHK,136,0.52
VISIT02873,LEAD04875,2026-04-23,EXEC22,3,Yes,3BHK,120,0.33
VISIT02874,LEAD04879,2026-02-20,EXEC14,4,Yes,4BHK,73,0.56
VISIT02875,LEAD04879,2026-03-18,EXEC14,3,Yes,3BHK,71,0.35
VISIT02876,LEAD04880,2026-11-01,EXEC14,4,No,3BHK,87,0.48
VISIT02877,LEAD04882,2025-06-19,EXEC06,5,No,3BHK,143,0.53
VISIT02878,LEAD04885,2024-10-16,EXEC13,3,Yes,4BHK,94,0.34
VISIT02879,LEAD04886,2025-07-13,EXEC10,4,Yes,3BHK,78,0.47
VISIT02880,LEAD04888,2025-02-04,EXEC02,5,No,3BHK,107,0.55
VISIT02881,LEAD04889,2025-11-05,EXEC29,4,No,5BHK,136,0.5
VISIT02882,LEAD04891,2024-07-31,EXEC28,4,Yes,4BHK,95,0.76
VISIT02883,LEAD04891,2024-08-10,EXEC28,5,Yes,5BHK,117,0.94
VISIT02884,LEAD04893,2025-11-25,EXEC03,3,Yes,5BHK,76,0.25
VISIT02885,LEAD04900,2026-05-17,EXEC04,4,Yes,3BHK,93,0.67
VISIT02886,LEAD04900,2026-05-25,EXEC04,4,Yes,3BHK,91,0.8
VISIT02887,LEAD04905,2026-06-05,EXEC01,4,Yes,4BHK,136,0.63
VISIT02888,LEAD04905,2026-07-28,EXEC01,5,Yes,3BHK,144,0.81
VISIT02889,LEAD04909,2025-09-14,EXEC26,5,Yes,3BHK,89,0.95
VISIT02890,LEAD04910,2026-03-22,EXEC14,4,Yes,5BHK,89,0.36
VISIT02891,LEAD04911,2026-05-30,EXEC28,3,Yes,4BHK,110,0.35
VISIT02892,LEAD04912,2026-12-31,EXEC26,3,Yes,4BHK,98,0.32
VISIT02893,LEAD04916,2024-06-17,EXEC25,4,No,5BHK,81,0.31
VISIT02894,LEAD04917,2024-11-21,EXEC07,2,No,3BHK,94,0.27
VISIT02895,LEAD04918,2025-09-11,EXEC25,2,No,5BHK,105,0.09
VISIT02896,LEAD04918,2025-10-09,EXEC25,4,Yes,3BHK,97,0.65
VISIT02897,LEAD04919,2024-02-18,EXEC08,3,Yes,3BHK,125,0.29
VISIT02898,LEAD04919,2024-03-20,EXEC08,3,No,3BHK,119,0.41
VISIT02899,LEAD04922,2025-07-24,EXEC09,3,Yes,3BHK,118,0.43
VISIT02900,LEAD04930,2025-01-11,EXEC17,3,Yes,3BHK,99,0.39
VISIT02901,LEAD04933,2024-08-03,EXEC07,4,No,4BHK,124,0.41
VISIT02902,LEAD04933,2024-09-30,EXEC07,4,No,3BHK,93,0.44
VISIT02903,LEAD04933,2024-10-31,EXEC07,4,No,3BHK,134,0.59
VISIT02904,LEAD04935,2026-12-31,EXEC29,5,Yes,3BHK,128,0.56
VISIT02905,LEAD04937,2026-09-04,EXEC13,5,Yes,3BHK,120,0.86
VISIT02906,LEAD04937,2026-10-02,EXEC13,5,No,4BHK,93,0.97
VISIT02907,LEAD04939,2024-11-13,EXEC05,5,No,4BHK,140,0.74
VISIT02908,LEAD04939,2024-11-17,EXEC05,3,Yes,3BHK,115,0.66
VISIT02909,LEAD04939,2025-02-20,EXEC05,4,Yes,3BHK,108,0.81
VISIT02910,LEAD04941,2025-07-19,EXEC23,5,No,4BHK,127,0.82
VISIT02911,LEAD04941,2025-08-13,EXEC23,5,No,4BHK,131,0.94
VISIT02912,LEAD04941,2025-09-29,EXEC23,5,No,4BHK,111,0.97
VISIT02913,LEAD04945,2025-06-19,EXEC01,4,Yes,4BHK,137,0.67
VISIT02914,LEAD04945,2025-07-19,EXEC01,1,Yes,3BHK,74,0.39
VISIT02915,LEAD04945,2025-07-06,EXEC01,4,No,3BHK,70,0.87
VISIT02916,LEAD04947,2024-05-06,EXEC12,4,No,3BHK,71,0.39
VISIT02917,LEAD04948,2025-05-20,EXEC02,3,No,3BHK,105,0.32
VISIT02918,LEAD04948,2025-06-28,EXEC02,3,Yes,4BHK,142,0.42
VISIT02919,LEAD04949,2026-06-26,EXEC06,4,Yes,3BHK,107,0.48
VISIT02920,LEAD04950,2026-01-31,EXEC03,3,Yes,3BHK,72,0.35
VISIT02921,LEAD04951,2025-01-28,EXEC06,4,Yes,4BHK,72,0.51
VISIT02922,LEAD04951,2025-01-30,EXEC06,4,Yes,3BHK,108,0.57
VISIT02923,LEAD04954,2026-03-14,EXEC25,4,Yes,4BHK,103,0.5
VISIT02924,LEAD04955,2024-07-15,EXEC01,3,No,4BHK,89,0.45
VISIT02925,LEAD04955,2024-08-13,EXEC01,5,Yes,3BHK,142,0.91
VISIT02926,LEAD04955,2024-10-20,EXEC01,4,No,4BHK,55,0.84
VISIT02927,LEAD04960,2024-07-30,EXEC13,5,Yes,4BHK,92,0.57
VISIT02928,LEAD04962,2026-03-22,EXEC14,4,No,4BHK,73,0.49
VISIT02929,LEAD04963,2024-03-02,EXEC29,5,Yes,3BHK,114,0.66
VISIT02930,LEAD04964,2024-06-23,EXEC30,4,Yes,4BHK,61,0.67
VISIT02931,LEAD04968,2026-12-31,EXEC22,4,Yes,4BHK,103,0.6
VISIT02932,LEAD04969,2026-12-31,EXEC28,3,No,3BHK,87,0.3
