Visit_ID,Competitor,Visit_Date,Price_Score,Sales_Score,Amenities_Score,Trust_Score,Overall_Rating
CVISIT00324,Mahagun Manorial,2024-02-29,7.3,6.0,4.0,3.5,4.6
CVISIT00325,Prestige,2024-07-06,5.4,7.6,7.4,6.9,6.9
CVISIT00326,Sobha Aurum,2026-03-18,6.5,6.7,7.8,9.3,7.9
CVISIT00327,Sobha Aurum,2025-11-11,7.0,8.1,8.2,6.2,7.7
CVISIT00328,Mahagun Manorial,2024-02-17,6.8,6.5,5.4,6.8,6.1
CVISIT00329,Prestige,2025-09-28,6.3,7.9,7.8,9.8,8.5
CVISIT00330,Sobha Aurum,2024-05-16,5.6,6.8,8.2,6.1,6.6
CVISIT00331,Prestige,2025-08-06,5.9,8.5,7.0,10.0,7.6
CVISIT00332,Sobha Aurum,2026-06-10,7.1,7.1,8.8,6.6,7.5
CVISIT00333,Mahagun Manorial,2026-06-22,7.2,6.1,5.5,7.2,6.5
CVISIT00334,Mahagun Manorial,2025-02-09,6.6,6.9,6.7,6.7,6.9
CVISIT00335,Mahagun Manorial,2026-04-28,8.2,6.4,6.5,4.5,6.5
CVISIT00336,Sobha Aurum,2026-03-22,8.1,6.1,8.4,7.5,6.9
CVISIT00337,Sobha Aurum,2024-08-06,7.3,7.8,7.6,7.8,7.7
CVISIT00338,Mahagun Manorial,2024-03-29,8.0,7.0,6.2,5.8,6.4
CVISIT00339,Sobha Aurum,2026-06-01,6.9,6.3,7.8,7.8,7.1
CVISIT00340,Prestige,2025-01-15,2.8,8.7,7.7,5.9,6.6
CVISIT00341,Prestige,2024-01-28,6.5,7.9,7.2,7.0,6.8
CVISIT00342,Prestige,2024-12-11,6.2,8.1,7.0,7.6,7.4
CVISIT00343,Prestige,2025-12-14,4.5,7.5,7.4,7.8,7.2
CVISIT00344,Sobha Aurum,2026-09-29,7.6,7.1,9.3,7.4,8.4
CVISIT00345,Mahagun Manorial,2025-09-08,8.8,7.1,7.1,7.6,7.6
CVISIT00346,Mahagun Manorial,2024-09-08,9.0,5.4,6.9,5.9,7.2
CVISIT00347,Prestige,2025-09-28,5.9,8.1,7.3,8.9,8.0
CVISIT00348,Prestige,2026-02-06,6.1,8.2,7.9,7.3,7.5
CVISIT00349,Mahagun Manorial,2026-12-21,8.1,6.6,6.6,4.2,5.9
CVISIT00350,Sobha Aurum,2024-02-10,6.5,7.5,8.3,6.9,7.6
CVISIT00351,Sobha Aurum,2026-07-15,6.1,7.7,8.1,8.8,8.0
CVISIT00352,Mahagun Manorial,2026-10-23,7.1,5.5,7.9,7.2,6.8
CVISIT00353,Prestige,2025-08-12,6.1,8.4,7.8,8.1,7.1
CVISIT00354,Prestige,2024-10-13,5.2,9.1,7.5,10.0,7.9
CVISIT00355,Prestige,2025-05-21,7.3,7.2,7.3,7.5,7.6
CVISIT00356,Sobha Aurum,2024-02-03,6.0,6.6,7.8,7.6,6.9
CVISIT00357,Mahagun Manorial,2026-09-11,7.6,7.2,6.5,7.4,6.8
CVISIT00358,Sobha Aurum,2025-08-23,5.5,7.5,10.0,7.2,6.8
CVISIT00359,Prestige,2024-09-14,4.9,8.6,8.4,7.7,7.8
CVISIT00360,Sobha Aurum,2025-11-01,6.1,6.0,8.4,8.1,7.0
CVISIT00361,Sobha Aurum,2024-10-27,7.4,7.5,8.3,6.6,8.1
CVISIT00362,Sobha Aurum,2024-04-24,8.0,8.1,9.0,8.3,8.5
CVISIT00363,Sobha Aurum,2026-08-27,6.6,6.8,7.7,7.2,6.9
CVISIT00364,Mahagun Manorial,2025-07-27,7.8,7.1,7.5,6.3,7.0
CVISIT00365,Prestige,2026-10-04,5.6,7.7,6.3,7.5,7.0
CVISIT00366,Sobha Aurum,2025-09-18,7.5,5.9,8.2,8.6,7.6
CVISIT00367,Prestige,2024-04-08,5.3,9.1,6.8,8.5,8.0
CVISIT00368,Mahagun Manorial,2026-05-23,6.8,7.1,5.5,6.4,6.0
CVISIT00369,Prestige,2026-08-17,5.5,7.2,6.2,8.8,6.8
CVISIT00370,Mahagun Manorial,2026-11-20,6.2,5.5,6.9,4.4,5.6
CVISIT00371,Prestige,2025-12-06,5.2,6.8,8.2,9.0,7.5
CVISIT00372,Mahagun Manorial,2026-03-02,6.7,3.3,6.4,7.2,5.7
CVISIT00373,Sobha Aurum,2026-01-01,7.3,7.8,10.0,7.2,8.2
CVISIT00374,Prestige,2025-11-13,4.2,8.3,6.2,6.6,6.6
CVISIT00375,Mahagun Manorial,2025-12-09,7.4,4.9,6.0,7.0,6.9
CVISIT00376,Sobha Aurum,2024-02-19,6.0,5.3,7.7,5.4,6.6
CVISIT00377,Prestige,2025-04-05,3.9,10.0,6.9,8.0,7.5
CVISIT00378,Mahagun Manorial,2026-07-08,9.8,6.0,8.3,6.1,7.9
CVISIT00379,Sobha Aurum,2024-01-11,7.8,5.4,8.9,8.0,7.5
CVISIT00380,Prestige,2025-07-30,6.6,9.0,6.3,8.5,7.7
CVISIT00381,Mahagun Manorial,2025-03-31,7.4,5.4,7.8,5.7,6.3
CVISIT00382,Sobha Aurum,2025-11-22,6.4,9.7,9.3,8.5,8.9
CVISIT00383,Mahagun Manorial,2025-10-02,6.5,5.2,6.2,6.9,6.1
CVISIT00384,Mahagun Manorial,2025-05-09,7.8,5.8,6.6,5.1,6.1
CVISIT00385,Sobha Aurum,2024-08-03,6.2,6.2,7.8,9.0,7.8
CVISIT00386,Prestige,2026-10-19,6.3,8.7,8.7,7.5,7.6
CVISIT00387,Sobha Aurum,2025-09-08,6.1,6.0,10.0,4.7,6.1
CVISIT00388,Sobha Aurum,2025-04-28,5.2,6.7,9.8,8.9,8.1
CVISIT00389,Sobha Aurum,2024-02-05,5.4,6.1,10.0,7.0,7.5
CVISIT00390,Prestige,2024-02-27,5.4,6.6,7.1,9.0,7.4
CVISIT00391,Sobha Aurum,2024-06-29,6.5,6.6,6.8,9.3,7.5
CVISIT00392,Sobha Aurum,2024-06-07,6.6,6.8,8.1,7.3,7.2
CVISIT00393,Mahagun Manorial,2024-02-23,7.0,5.5,6.1,5.8,5.9
CVISIT00394,Prestige,2025-07-21,5.0,8.9,8.0,8.2,8.1
CVISIT00395,Mahagun Manorial,2024-06-08,7.4,5.9,6.2,6.3,6.2
CVISIT00396,Sobha Aurum,2025-06-28,8.0,7.3,7.5,6.0,7.1
CVISIT00397,Mahagun Manorial,2025-03-26,5.9,5.8,6.2,5.4,5.6
CVISIT00398,Prestige,2026-05-06,5.7,8.5,6.3,5.9,6.5
CVISIT00399,Prestige,2026-09-02,6.0,7.1,8.3,8.9,7.1
CVISIT00400,Sobha Aurum,2025-01-28,6.7,6.8,7.9,5.5,6.9
CVISIT00401,Mahagun Manorial,2025-03-22,7.2,4.9,6.4,6.4,6.3
CVISIT00402,Sobha Aurum,2026-09-10,7.6,5.5,8.4,6.6,6.9
CVISIT00403,Mahagun Manorial,2025-04-07,8.0,7.2,5.2,7.7,7.5
CVISIT00404,Prestige,2024-12-31,4.7,7.6,7.2,9.5,6.9
CVISIT00405,Sobha Aurum,2025-06-01,6.1,6.6,6.5,8.8,6.9
CVISIT00406,Prestige,2025-07-29,5.0,8.5,8.8,9.8,8.0
CVISIT00407,Sobha Aurum,2026-01-10,5.1,6.2,9.2,7.3,7.0
CVISIT00408,Prestige,2026-12-22,5.4,7.8,7.1,9.1,7.7
CVISIT00409,Mahagun Manorial,2025-04-19,6.2,7.5,6.4,6.6,6.0
CVISIT00410,Mahagun Manorial,2024-06-30,7.1,5.8,6.6,5.6,6.4
CVISIT00411,Mahagun Manorial,2024-10-18,7.9,6.7,6.4,7.3,7.3
CVISIT00412,Sobha Aurum,2025-03-25,6.0,6.7,9.2,7.9,7.3
CVISIT00413,Prestige,2024-09-07,5.6,9.1,7.9,6.6,7.3
CVISIT00414,Prestige,2024-12-27,7.2,8.6,9.2,8.4,8.5
CVISIT00415,Sobha Aurum,2026-02-23,4.0,6.9,9.3,7.8,6.6
CVISIT00416,Sobha Aurum,2024-06-14,5.6,7.1,8.5,5.8,6.6
CVISIT00417,Mahagun Manorial,2024-06-04,6.6,5.7,7.3,5.1,6.7
CVISIT00418,Mahagun Manorial,2026-02-26,7.2,6.5,5.5,5.5,5.7
CVISIT00419,Sobha Aurum,2026-03-13,6.0,7.0,8.5,6.9,6.8
CVISIT00420,Prestige,2026-12-30,6.5,9.0,8.0,8.5,8.7
CVISIT00421,Sobha Aurum,2026-03-17,6.5,6.5,9.5,8.8,7.3
CVISIT00422,Sobha Aurum,2024-02-17,9.6,7.2,9.2,9.4,8.9
CVISIT00423,Sobha Aurum,2025-08-12,6.6,5.0,9.4,8.5,7.7
CVISIT00424,Prestige,2026-07-15,4.4,7.1,7.9,8.6,6.9
CVISIT00425,Sobha Aurum,2025-05-13,8.5,7.0,10.0,8.4,8.7
CVISIT00426,Mahagun Manorial,2026-09-03,8.9,3.5,6.5,8.5,6.5
CVISIT00427,Mahagun Manorial,2025-05-10,6.3,6.1,6.9,6.6,6.6
CVISIT00428,Prestige,2026-10-24,6.4,7.6,8.8,8.5,8.1
CVISIT00429,Prestige,2025-09-22,4.8,7.7,7.7,7.9,7.4
CVISIT00430,Prestige,2026-02-16,6.3,8.1,6.8,8.4,8.4
CVISIT00431,Sobha Aurum,2024-02-19,6.4,7.3,8.8,7.4,7.1
CVISIT00432,Prestige,2025-11-17,5.6,9.5,7.6,8.7,7.9
CVISIT00433,Mahagun Manorial,2024-08-11,6.8,7.3,8.2,6.4,7.0
CVISIT00434,Sobha Aurum,2026-07-30,6.7,8.4,7.8,8.4,7.8
CVISIT00435,Sobha Aurum,2024-07-18,6.6,5.4,9.4,7.6,7.2
CVISIT00436,Mahagun Manorial,2026-09-17,9.3,5.0,5.1,7.4,6.9
CVISIT00437,Prestige,2024-09-01,4.0,6.6,7.5,7.1,6.3
CVISIT00438,Sobha Aurum,2025-03-21,6.3,5.0,8.2,8.0,6.9
CVISIT00439,Mahagun Manorial,2026-10-11,7.8,6.1,7.4,7.5,7.0
CVISIT00440,Mahagun Manorial,2025-07-14,9.4,4.8,5.3,5.6,5.8
CVISIT00441,Prestige,2025-09-17,5.2,7.2,7.2,8.1,7.5
CVISIT00442,Prestige,2024-12-18,4.7,9.9,6.6,9.7,8.0
CVISIT00443,Prestige,2026-01-20,6.1,9.4,8.5,9.0,8.3
CVISIT00444,Mahagun Manorial,2024-03-31,8.8,6.2,7.5,6.3,7.3
CVISIT00445,Mahagun Manorial,2026-11-23,7.2,5.8,7.6,6.7,6.5
CVISIT00446,Mahagun Manorial,2025-04-28,5.2,7.0,6.4,8.0,6.8
CVISIT00447,Prestige,2025-04-01,6.1,8.0,8.9,10.0,8.6
CVISIT00448,Sobha Aurum,2024-02-03,6.2,7.6,9.2,8.2,8.5
CVISIT00449,Sobha Aurum,2025-05-07,5.9,7.1,9.0,6.4,7.2
CVISIT00450,Prestige,2026-07-12,6.6,9.5,9.6,7.1,7.7
CVISIT00451,Sobha Aurum,2024-04-25,5.8,7.9,8.3,7.1,7.5
CVISIT00452,Prestige,2026-11-20,4.6,9.2,9.4,8.0,8.0
CVISIT00453,Mahagun Manorial,2026-10-15,7.9,6.4,6.6,7.2,6.9
CVISIT00454,Sobha Aurum,2025-02-02,5.9,6.9,8.3,6.2,6.9
CVISIT00455,Sobha Aurum,2024-07-07,7.6,5.3,8.8,8.1,7.0
CVISIT00456,Prestige,2025-12-01,5.1,9.2,6.9,9.5,8.4
CVISIT00457,Prestige,2026-09-05,7.3,7.0,7.4,9.3,7.5
CVISIT00458,Mahagun Manorial,2026-11-16,9.3,4.8,4.9,7.6,7.0
CVISIT00459,Prestige,2024-07-19,6.2,7.9,7.4,9.4,7.7
CVISIT00460,Sobha Aurum,2025-04-09,7.9,6.5,8.7,6.7,7.1
CVISIT00461,Mahagun Manorial,2026-09-10,8.3,3.5,4.2,7.8,5.9
CVISIT00462,Mahagun Manorial,2024-04-06,8.0,3.2,7.9,7.4,6.3
CVISIT00463,Mahagun Manorial,2024-03-07,7.3,5.5,6.2,5.6,6.2
CVISIT00464,Sobha Aurum,2025-11-15,5.9,6.9,7.8,8.0,7.4
CVISIT00465,Mahagun Manorial,2024-08-10,9.0,6.2,6.1,5.0,6.5
CVISIT00466,Mahagun Manorial,2025-03-18,8.6,6.0,7.5,5.2,6.7
CVISIT00467,Mahagun Manorial,2026-05-22,7.2,5.9,6.8,6.0,6.1
CVISIT00468,Mahagun Manorial,2026-12-13,7.6,6.5,5.7,8.1,6.9
CVISIT00469,Prestige,2024-05-14,4.4,7.1,8.2,6.9,6.4
CVISIT00470,Mahagun Manorial,2024-04-24,8.9,3.8,6.1,8.6,7.4
CVISIT00471,Sobha Aurum,2024-07-02,6.5,6.3,8.6,7.4,7.3
CVISIT00472,Sobha Aurum,2026-04-28,7.4,8.2,7.5,8.1,8.4
CVISIT00473,Prestige,2026-04-09,4.4,8.4,8.5,6.5,7.0
CVISIT00474,Prestige,2025-05-03,6.3,7.9,7.9,8.0,7.4
CVISIT00475,Prestige,2024-03-21,6.8,7.2,8.9,7.7,7.8
CVISIT00476,Prestige,2025-04-09,5.6,6.6,8.6,8.8,7.6
CVISIT00477,Sobha Aurum,2024-06-18,5.6,7.6,10.0,8.9,8.2
CVISIT00478,Sobha Aurum,2024-03-26,7.4,7.8,9.2,5.8,7.6
CVISIT00479,Prestige,2025-09-09,4.6,8.6,7.0,7.0,7.0
CVISIT00480,Sobha Aurum,2024-07-21,8.1,7.0,8.5,5.8,7.4
CVISIT00481,Prestige,2024-11-09,5.1,8.3,9.9,8.5,8.2
CVISIT00482,Sobha Aurum,2024-04-08,6.6,6.0,9.4,8.0,7.2
CVISIT00483,Mahagun Manorial,2026-02-12,9.3,4.7,6.3,5.3,5.9
CVISIT00484,Mahagun Manorial,2026-06-25,8.0,5.8,6.8,7.5,7.0
CVISIT00485,Sobha Aurum,2026-09-27,5.0,6.6,9.0,7.6,7.4
CVISIT00486,Sobha Aurum,2025-11-09,6.4,6.4,9.4,6.7,7.2
CVISIT00487,Sobha Aurum,2025-07-26,7.2,6.1,8.8,7.2,7.8
CVISIT00488,Sobha Aurum,2025-03-27,6.7,6.4,8.4,5.9,6.1
CVISIT00489,Prestige,2026-05-25,6.0,8.6,9.7,8.4,7.9
CVISIT00490,Prestige,2025-02-06,7.0,6.8,7.3,8.4,7.9
CVISIT00491,Prestige,2026-05-06,5.2,8.8,7.5,8.4,8.0
CVISIT00492,Mahagun Manorial,2025-07-29,8.6,7.2,7.9,7.5,7.6
CVISIT00493,Prestige,2025-08-25,6.4,8.8,6.9,8.1,7.5
CVISIT00494,Mahagun Manorial,2025-03-16,7.5,4.7,6.4,6.0,6.0
CVISIT00495,Sobha Aurum,2026-04-30,7.2,7.1,8.5,6.5,7.2
CVISIT00496,Prestige,2026-10-30,5.9,10.0,7.7,9.4,9.0
CVISIT00497,Sobha Aurum,2026-07-17,8.1,6.5,9.1,6.1,7.2
CVISIT00498,Prestige,2024-02-12,6.0,6.1,8.6,9.4,7.1
CVISIT00499,Prestige,2025-09-05,4.3,7.0,9.5,9.8,8.4
CVISIT00500,Sobha Aurum,2026-07-25,6.0,7.1,9.2,7.8,7.5
CVISIT00501,Mahagun Manorial,2026-03-27,6.5,6.3,5.9,5.4,6.0
CVISIT00502,Prestige,2026-08-18,7.4,9.0,8.1,9.3,8.5
CVISIT00503,Prestige,2026-05-18,5.7,8.3,7.3,7.0,6.9
CVISIT00504,Prestige,2026-03-02,5.9,8.9,7.1,9.3,7.5
CVISIT00505,Mahagun Manorial,2024-11-26,6.4,5.0,7.4,7.6,6.9
CVISIT00506,Sobha Aurum,2025-03-16,5.8,8.5,8.7,7.9,7.6
CVISIT00507,Prestige,2024-05-15,4.4,6.7,7.1,8.2,6.3
CVISIT00508,Prestige,2026-08-22,6.5,8.0,8.0,9.5,8.0
CVISIT00509,Mahagun Manorial,2025-03-01,7.2,4.2,6.1,5.9,6.1
CVISIT00510,Mahagun Manorial,2025-01-15,6.6,6.5,7.0,3.9,6.1
CVISIT00511,Prestige,2026-03-24,6.5,9.0,8.9,9.0,8.1
CVISIT00512,Sobha Aurum,2024-05-27,7.5,6.1,8.3,7.9,7.6
CVISIT00513,Prestige,2024-01-03,4.7,9.4,7.4,8.5,7.5
CVISIT00514,Mahagun Manorial,2025-01-29,5.1,7.5,6.6,7.1,6.4
CVISIT00515,Mahagun Manorial,2026-01-03,8.7,6.0,6.7,5.5,6.7
CVISIT00516,Sobha Aurum,2024-08-15,6.5,6.9,8.8,7.3,7.1
CVISIT00517,Mahagun Manorial,2024-03-29,8.7,6.4,6.8,5.2,6.6
CVISIT00518,Mahagun Manorial,2026-01-18,8.3,5.0,7.4,7.3,7.1
CVISIT00519,Prestige,2024-03-30,6.1,8.2,6.8,6.3,6.6
CVISIT00520,Sobha Aurum,2026-09-09,6.6,7.3,8.7,8.5,8.7
CVISIT00521,Sobha Aurum,2025-09-13,5.8,7.8,7.4,7.3,7.3
CVISIT00522,Mahagun Manorial,2024-03-08,6.2,6.6,7.1,7.1,6.2
CVISIT00523,Mahagun Manorial,2025-08-17,5.9,4.9,5.7,5.3,5.6
CVISIT00524,Sobha Aurum,2024-09-05,7.0,6.3,9.6,10.0,8.5
CVISIT00525,Mahagun Manorial,2025-12-14,9.1,6.3,7.0,5.9,7.0
CVISIT00526,Sobha Aurum,2025-07-29,8.3,7.7,8.5,7.3,8.0
CVISIT00527,Prestige,2024-08-09,6.0,6.8,8.9,9.7,7.8
CVISIT00528,Prestige,2024-11-22,4.0,8.1,7.4,10.0,7.6
CVISIT00529,Mahagun Manorial,2024-10-30,7.2,5.6,7.0,5.4,6.1
CVISIT00530,Mahagun Manorial,2026-09-04,6.2,7.1,7.5,6.2,7.0
CVISIT00531,Mahagun Manorial,2024-12-06,8.9,5.8,5.6,5.9,5.8
CVISIT00532,Mahagun Manorial,2024-05-08,7.1,6.2,6.1,4.8,5.9
CVISIT00533,Prestige,2024-01-09,6.1,7.0,7.2,8.2,7.5
CVISIT00534,Sobha Aurum,2024-11-15,7.0,7.7,9.3,7.9,8.0
CVISIT00535,Sobha Aurum,2026-10-29,6.9,6.0,8.6,7.1,7.1
CVISIT00536,Mahagun Manorial,2026-11-23,10.0,4.6,7.2,6.5,7.0
CVISIT00537,Mahagun Manorial,2025-10-13,7.4,6.9,7.0,5.2,6.5
CVISIT00538,Prestige,2025-10-03,5.3,7.6,6.6,7.8,7.4
CVISIT00539,Prestige,2025-01-12,5.6,9.2,7.4,8.7,7.3
CVISIT00540,Prestige,2026-03-11,4.5,7.9,8.6,9.0,7.4
CVISIT00541,Sobha Aurum,2024-06-19,5.7,6.3,8.4,7.7,7.7
CVISIT00542,Sobha Aurum,2024-09-24,6.2,6.7,9.4,5.6,7.0
CVISIT00543,Sobha Aurum,2025-03-23,7.2,6.8,7.6,6.7,7.2
CVISIT00544,Prestige,2024-10-27,5.1,10.0,6.7,9.3,8.2
CVISIT00545,Sobha Aurum,2025-02-24,9.3,6.7,8.6,7.1,7.9
CVISIT00546,Sobha Aurum,2026-09-03,5.7,7.0,6.9,7.1,6.6
CVISIT00547,Prestige,2025-08-09,5.4,6.3,9.0,8.1,6.8
CVISIT00548,Sobha Aurum,2025-03-05,6.9,7.4,7.1,7.0,6.7
CVISIT00549,Mahagun Manorial,2025-07-06,6.7,7.0,7.6,5.5,7.3
CVISIT00550,Sobha Aurum,2026-08-30,4.3,6.5,7.0,7.5,6.4
CVISIT00551,Sobha Aurum,2024-11-03,7.6,7.2,8.8,8.0,8.2
CVISIT00552,Prestige,2026-10-12,5.8,9.2,8.7,8.7,8.2
CVISIT00553,Sobha Aurum,2024-05-23,6.7,7.9,7.6,7.3,7.7
CVISIT00554,Sobha Aurum,2024-11-18,6.3,7.4,8.7,8.4,7.6
CVISIT00555,Prestige,2024-03-12,7.7,7.9,7.5,8.6,7.6
CVISIT00556,Sobha Aurum,2024-12-19,8.5,6.1,8.0,7.5,7.1
CVISIT00557,Prestige,2025-12-16,7.4,8.2,8.2,7.2,8.0
CVISIT00558,Mahagun Manorial,2026-08-26,9.5,7.2,6.6,8.6,8.1
CVISIT00559,Prestige,2024-06-12,6.7,9.2,8.5,9.0,8.2
CVISIT00560,Sobha Aurum,2024-07-26,9.0,7.9,10.0,5.5,8.7
CVISIT00561,Mahagun Manorial,2026-08-23,6.1,6.3,7.0,7.9,7.4
CVISIT00562,Prestige,2026-04-04,6.5,9.1,7.5,7.8,8.3
CVISIT00563,Sobha Aurum,2025-03-06,7.3,7.5,6.9,6.6,7.2
CVISIT00564,Sobha Aurum,2026-09-15,7.5,7.0,8.8,7.7,7.8
CVISIT00565,Prestige,2026-10-21,4.9,8.1,7.0,9.0,7.2
CVISIT00566,Sobha Aurum,2026-12-23,6.6,5.4,8.8,5.4,6.3
CVISIT00567,Prestige,2024-11-08,4.5,7.5,7.9,7.9,7.2
CVISIT00568,Prestige,2026-10-19,5.5,9.5,8.2,8.5,7.7
CVISIT00569,Sobha Aurum,2026-08-20,7.1,5.5,8.4,7.7,7.3
CVISIT00570,Sobha Aurum,2025-03-16,5.9,7.2,8.4,7.4,7.4
CVISIT00571,Mahagun Manorial,2025-04-09,6.0,6.5,5.6,7.1,6.3
CVISIT00572,Prestige,2025-08-27,4.4,10.0,7.5,7.6,7.5
CVISIT00573,Sobha Aurum,2026-10-02,6.1,5.0,8.2,7.0,6.6
CVISIT00574,Sobha Aurum,2025-05-07,8.4,5.6,8.0,7.4,7.3
CVISIT00575,Prestige,2024-06-18,6.2,7.1,7.3,7.5,7.6
CVISIT00576,Mahagun Manorial,2025-01-27,6.3,7.0,6.7,6.1,6.5
CVISIT00577,Prestige,2024-02-25,6.4,8.8,8.8,9.7,8.2
CVISIT00578,Sobha Aurum,2025-03-08,7.2,7.4,7.7,7.7,7.4
CVISIT00579,Prestige,2024-09-08,5.4,7.2,7.1,8.7,7.7
CVISIT00580,Mahagun Manorial,2024-10-28,8.4,4.8,6.6,7.5,7.1
CVISIT00581,Sobha Aurum,2024-06-08,7.4,6.0,8.5,6.6,7.7
CVISIT00582,Prestige,2026-10-25,4.2,7.9,7.2,8.4,7.4
CVISIT00583,Mahagun Manorial,2025-12-27,7.9,4.6,6.9,4.7,5.9
CVISIT00584,Sobha Aurum,2026-04-23,3.8,6.6,9.6,7.3,7.0
CVISIT00585,Prestige,2025-09-19,4.4,8.1,7.0,7.5,6.5
CVISIT00586,Sobha Aurum,2024-10-10,7.2,8.5,9.0,4.7,7.1
CVISIT00587,Sobha Aurum,2025-08-18,7.5,7.5,9.0,7.7,7.7
CVISIT00588,Sobha Aurum,2026-03-28,7.8,8.0,7.7,8.8,7.4
CVISIT00589,Sobha Aurum,2026-04-09,7.5,6.9,9.3,7.5,7.6
CVISIT00590,Prestige,2025-07-11,4.8,8.2,7.1,8.3,7.1
CVISIT00591,Sobha Aurum,2025-04-13,6.2,7.0,7.8,7.0,7.1
CVISIT00592,Sobha Aurum,2025-02-09,7.5,6.5,10.0,6.9,7.0
CVISIT00593,Sobha Aurum,2024-11-10,8.0,7.1,8.6,7.7,7.7
CVISIT00594,Sobha Aurum,2025-10-09,6.7,6.0,8.7,8.2,7.9
CVISIT00595,Prestige,2026-09-20,5.4,7.1,9.0,10.0,8.3
CVISIT00596,Prestige,2025-12-03,7.8,7.8,6.0,9.2,7.3
CVISIT00597,Prestige,2026-09-14,5.9,8.6,7.3,8.3,7.8
CVISIT00598,Mahagun Manorial,2024-10-31,6.3,5.6,6.0,5.8,6.3
CVISIT00599,Sobha Aurum,2024-05-13,6.3,7.4,8.4,8.2,8.0
CVISIT00600,Mahagun Manorial,2026-04-29,9.1,6.1,6.7,6.7,7.3
CVISIT00601,Prestige,2026-03-27,4.8,7.4,9.6,7.9,7.4
CVISIT00602,Mahagun Manorial,2026-06-05,8.1,5.9,6.4,6.9,6.8
CVISIT00603,Prestige,2024-12-15,4.4,8.8,9.3,6.7,7.9
CVISIT00604,Prestige,2026-10-12,5.8,6.9,7.5,9.0,7.1
CVISIT00605,Prestige,2025-03-28,6.0,7.6,8.1,8.5,7.4
CVISIT00606,Mahagun Manorial,2025-03-22,8.5,6.9,6.4,6.3,7.0
CVISIT00607,Prestige,2025-02-11,4.7,9.6,9.0,9.4,8.6
CVISIT00608,Prestige,2025-09-16,7.1,7.6,8.7,7.1,7.7
CVISIT00609,Mahagun Manorial,2026-06-20,8.7,4.9,7.8,6.2,7.3
CVISIT00610,Mahagun Manorial,2024-10-08,6.9,6.5,7.3,5.9,6.3
CVISIT00611,Prestige,2025-11-18,6.8,8.8,7.7,10.0,8.2
CVISIT00612,Sobha Aurum,2025-08-08,6.5,7.1,7.5,7.2,6.8
CVISIT00613,Mahagun Manorial,2024-03-28,7.6,6.5,7.0,6.8,6.7
CVISIT00614,Prestige,2026-05-17,6.0,7.7,7.8,7.7,7.4
CVISIT00615,Prestige,2024-11-14,5.3,6.6,6.7,9.2,7.2
CVISIT00616,Prestige,2025-02-28,4.3,7.4,7.8,7.6,6.6
CVISIT00617,Mahagun Manorial,2025-08-19,8.2,6.3,7.3,6.7,7.2
CVISIT00618,Prestige,2024-02-27,5.8,8.9,6.5,9.6,7.9
CVISIT00619,Mahagun Manorial,2025-09-29,8.0,6.4,5.7,6.2,6.7
CVISIT00620,Prestige,2025-09-11,6.9,8.1,9.4,8.3,8.2
CVISIT00621,Prestige,2024-05-04,6.2,7.6,6.9,9.3,8.5
CVISIT00622,Sobha Aurum,2025-03-01,5.1,8.5,8.1,6.8,7.5
CVISIT00623,Mahagun Manorial,2026-04-20,7.6,4.6,5.2,6.7,6.2
CVISIT00624,Sobha Aurum,2024-10-23,4.8,7.2,7.7,9.5,7.6
CVISIT00625,Prestige,2024-04-07,5.4,6.4,8.4,7.8,7.0
CVISIT00626,Prestige,2026-03-12,5.7,6.3,7.6,9.3,7.5
CVISIT00627,Mahagun Manorial,2026-02-15,8.4,5.6,6.4,6.0,6.8
CVISIT00628,Sobha Aurum,2026-09-21,7.4,8.8,8.7,6.9,7.8
CVISIT00629,Prestige,2024-06-10,4.8,8.1,7.2,7.6,7.5
CVISIT00630,Sobha Aurum,2025-04-15,8.4,8.3,8.5,5.6,7.5
CVISIT00631,Prestige,2025-11-24,4.3,8.1,8.3,7.5,7.0
CVISIT00632,Mahagun Manorial,2025-03-25,7.3,4.2,8.2,5.4,6.1
CVISIT00633,Mahagun Manorial,2026-09-17,9.1,7.8,5.4,6.8,7.4
CVISIT00634,Mahagun Manorial,2026-06-05,6.9,5.4,6.7,6.1,6.2
CVISIT00635,Sobha Aurum,2026-04-06,5.7,7.8,9.2,6.4,7.6
CVISIT00636,Prestige,2024-08-13,7.3,8.3,8.4,10.0,8.9
CVISIT00637,Sobha Aurum,2024-03-21,7.6,5.8,9.5,8.7,8.1
CVISIT00638,Mahagun Manorial,2026-05-16,8.0,5.4,5.8,5.5,6.6
CVISIT00639,Prestige,2024-06-13,3.5,7.9,7.3,7.8,6.7
CVISIT00640,Mahagun Manorial,2025-01-09,5.4,7.0,8.4,6.3,6.6
CVISIT00641,Sobha Aurum,2026-07-22,6.6,7.2,9.3,7.4,7.1
CVISIT00642,Prestige,2026-08-14,6.8,7.4,8.6,8.0,8.1
CVISIT00643,Mahagun Manorial,2025-10-15,7.3,7.9,6.7,5.8,6.8
CVISIT00644,Prestige,2026-11-04,6.2,9.2,8.7,8.5,8.4
CVISIT00645,Mahagun Manorial,2025-02-09,7.8,5.2,3.8,5.8,5.4
CVISIT00646,Prestige,2025-10-28,5.7,7.9,7.1,9.1,7.3
CVISIT00647,Mahagun Manorial,2025-11-30,7.6,4.6,6.7,5.7,5.9
CVISIT00648,Mahagun Manorial,2026-11-17,7.9,5.6,6.8,4.8,6.7
