Lead_ID,Customer_ID,Lead_Date,Lead_Source,Campaign_ID,Project,Lead_Status,Interest_Score,Budget_Fit,Sales_Executive_ID
LEAD00656,CUST00440,2025-09-01,Instagram,CAMP145,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC13
LEAD00657,CUST00441,2025-02-07,Facebook,CAMP087,Godrej Riverine,New,6,No,EXEC09
LEAD00658,CUST00441,2025-06-26,Housing.com,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC28
LEAD00659,CUST00442,2026-03-27,Google Ads,CAMP041,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC20
LEAD00660,CUST00443,2025-09-24,Google Search,,Godrej Riverine,Not Interested / Lost,9,Yes,EXEC02
LEAD00661,CUST00444,2026-09-19,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC26
LEAD00662,CUST00444,2026-10-22,Google Search,,Godrej Riverine,New,3,Yes,EXEC06
LEAD00663,CUST00444,2026-11-17,Google Search,,Godrej Riverine,New,5,Partial,EXEC19
LEAD00664,CUST00444,2026-12-31,Newspaper Insert,CAMP146,Godrej Riverine,Site Visit Scheduled,5,No,EXEC27
LEAD00665,CUST00445,2024-04-12,Google Search,,Godrej Riverine,Not Interested / Lost,6,No,EXEC19
LEAD00666,CUST00446,2024-03-10,Google Ads,CAMP053,Godrej Riverine,Contacted,4,No,EXEC28
LEAD00667,CUST00447,2024-03-19,Housing.com,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC07
LEAD00668,CUST00448,2025-07-11,Facebook,CAMP107,Godrej Riverine,New,6,No,EXEC16
LEAD00669,CUST00449,2026-04-27,Referral,,Godrej Riverine,Negotiation,8,Yes,EXEC27
LEAD00670,CUST00450,2026-02-24,Referral,,Godrej Riverine,Qualified,6,Partial,EXEC02
LEAD00671,CUST00450,2026-08-15,Facebook,CAMP031,Godrej Riverine,Qualified,6,Yes,EXEC02
LEAD00672,CUST00450,2026-11-27,Channel Partner,,Godrej Riverine,Qualified,3,Yes,EXEC13
LEAD00673,CUST00451,2026-02-11,Referral,,Godrej Riverine,Converted,7,Yes,EXEC27
LEAD00674,CUST00451,2026-10-17,Housing.com,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC12
LEAD00675,CUST00452,2024-03-19,Facebook,CAMP094,Godrej Riverine,Qualified,7,Yes,EXEC23
LEAD00676,CUST00453,2026-03-25,LinkedIn,CAMP071,Godrej Riverine,Contacted,6,Partial,EXEC02
LEAD00677,CUST00454,2026-11-26,Google Ads,CAMP118,Godrej Riverine,Contacted,1,No,EXEC14
LEAD00678,CUST00455,2024-08-30,MagicBricks,,Godrej Riverine,Qualified,5,Yes,EXEC08
LEAD00679,CUST00456,2024-03-22,Instagram,CAMP072,Godrej Riverine,Negotiation,8,Yes,EXEC21
LEAD00680,CUST00457,2024-04-11,Channel Partner,,Godrej Riverine,Qualified,6,Partial,EXEC02
LEAD00681,CUST00458,2026-11-13,Google Search,,Godrej Riverine,Not Interested / Lost,8,Yes,EXEC15
LEAD00682,CUST00459,2026-06-04,LinkedIn,CAMP102,Godrej Riverine,Contacted,5,Partial,EXEC04
LEAD00683,CUST00460,2026-11-15,Instagram,CAMP098,Godrej Riverine,New,4,No,EXEC17
LEAD00684,CUST00461,2026-12-29,Google Ads,CAMP066,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC12
LEAD00685,CUST00462,2025-04-07,Google Search,,Godrej Riverine,Negotiation,8,Yes,EXEC14
LEAD00686,CUST00463,2024-07-08,Housing.com,,Godrej Riverine,Contacted,5,No,EXEC26
LEAD00687,CUST00463,2024-11-29,Newspaper Insert,CAMP137,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC24
LEAD00688,CUST00463,2025-02-21,Facebook,CAMP016,Godrej Riverine,Converted,8,Partial,EXEC17
LEAD00689,CUST00464,2026-08-24,Newspaper Insert,CAMP082,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC15
LEAD00690,CUST00464,2026-12-31,Google Search,,Godrej Riverine,Converted,7,Yes,EXEC05
LEAD00691,CUST00465,2024-10-12,Housing.com,,Godrej Riverine,Not Interested / Lost,6,No,EXEC22
LEAD00692,CUST00466,2026-09-09,Google Search,,Godrej Riverine,New,6,No,EXEC23
LEAD00693,CUST00466,2026-12-31,Newspaper Insert,CAMP085,Godrej Riverine,Qualified,10,Partial,EXEC12
LEAD00694,CUST00466,2026-12-31,Google Ads,CAMP064,Godrej Riverine,Not Interested / Lost,3,No,EXEC13
LEAD00695,CUST00467,2026-02-23,LinkedIn,CAMP063,Godrej Riverine,Qualified,5,No,EXEC05
LEAD00696,CUST00468,2024-08-03,MagicBricks,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC11
LEAD00697,CUST00468,2025-03-17,Channel Partner,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC24
LEAD00698,CUST00468,2025-07-04,Referral,,Godrej Riverine,Contacted,6,Yes,EXEC27
LEAD00699,CUST00469,2026-01-03,Google Search,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC26
LEAD00700,CUST00469,2026-09-26,MagicBricks,,Godrej Riverine,Contacted,10,Yes,EXEC06
LEAD00701,CUST00470,2026-01-16,Google Ads,CAMP022,Godrej Riverine,New,5,Yes,EXEC24
LEAD00702,CUST00471,2025-11-01,Google Ads,CAMP121,Godrej Riverine,Contacted,3,No,EXEC20
LEAD00703,CUST00472,2024-06-07,Instagram,CAMP089,Godrej Riverine,Contacted,6,Yes,EXEC02
LEAD00704,CUST00472,2025-03-18,Google Search,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC28
LEAD00705,CUST00473,2025-10-01,99acres,,Godrej Riverine,Contacted,5,Yes,EXEC23
LEAD00706,CUST00473,2025-12-08,Channel Partner,,Godrej Riverine,Contacted,7,Partial,EXEC29
LEAD00707,CUST00473,2026-01-26,Google Search,,Godrej Riverine,Negotiation,3,Yes,EXEC10
LEAD00708,CUST00473,2026-11-04,Metro Branding,CAMP039,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC23
LEAD00709,CUST00474,2025-10-04,Referral,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC05
LEAD00710,CUST00474,2026-01-26,Instagram,CAMP058,Godrej Riverine,Qualified,5,Yes,EXEC05
LEAD00711,CUST00474,2026-06-20,Housing.com,,Godrej Riverine,Qualified,6,No,EXEC29
LEAD00712,CUST00474,2026-12-31,Google Search,,Godrej Riverine,Contacted,5,Yes,EXEC28
LEAD00713,CUST00475,2026-09-15,Instagram,CAMP098,Godrej Riverine,Contacted,5,Partial,EXEC23
LEAD00714,CUST00475,2026-12-31,Instagram,CAMP119,Godrej Riverine,Contacted,5,Partial,EXEC25
LEAD00715,CUST00476,2025-06-19,Facebook,CAMP104,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC17
LEAD00716,CUST00477,2026-10-11,LinkedIn,CAMP035,Godrej Riverine,Contacted,8,Yes,EXEC25
LEAD00717,CUST00477,2026-12-15,Referral,,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC04
LEAD00718,CUST00478,2024-08-07,Referral,,Godrej Riverine,Site Visit Scheduled,9,Partial,EXEC08
LEAD00719,CUST00479,2025-08-11,99acres,,Godrej Riverine,Not Interested / Lost,4,No,EXEC30
LEAD00720,CUST00480,2024-05-20,Google Ads,CAMP047,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC23
LEAD00721,CUST00481,2025-06-05,LinkedIn,CAMP035,Godrej Riverine,New,3,Yes,EXEC27
LEAD00722,CUST00482,2025-12-04,Facebook,CAMP104,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC23
LEAD00723,CUST00482,2026-06-14,Instagram,CAMP136,Godrej Riverine,Contacted,6,Partial,EXEC27
LEAD00724,CUST00482,2026-12-31,Metro Branding,CAMP111,Godrej Riverine,Not Interested / Lost,4,No,EXEC07
LEAD00725,CUST00482,2026-12-31,Referral,,Godrej Riverine,Contacted,7,Yes,EXEC15
LEAD00726,CUST00483,2025-01-06,Housing.com,,Godrej Riverine,Qualified,3,Partial,EXEC20
LEAD00727,CUST00484,2026-09-22,99acres,,Godrej Riverine,Contacted,8,Partial,EXEC22
LEAD00728,CUST00485,2024-12-30,Referral,,Godrej Riverine,Site Visit Scheduled,8,Partial,EXEC22
LEAD00729,CUST00485,2025-06-23,MagicBricks,,Godrej Riverine,Site Visit Scheduled,10,No,EXEC12
LEAD00730,CUST00486,2026-09-25,MagicBricks,,Godrej Riverine,Contacted,3,Yes,EXEC20
LEAD00731,CUST00487,2026-01-31,Google Search,,Godrej Riverine,Negotiation,8,Partial,EXEC11
LEAD00732,CUST00487,2026-07-30,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC21
LEAD00733,CUST00487,2026-09-07,Metro Branding,CAMP057,Godrej Riverine,Qualified,7,Partial,EXEC25
LEAD00734,CUST00488,2024-11-06,99acres,,Godrej Riverine,Contacted,5,Partial,EXEC05
LEAD00735,CUST00489,2024-12-18,Housing.com,,Godrej Riverine,Qualified,2,Yes,EXEC14
LEAD00736,CUST00490,2026-06-13,Facebook,CAMP026,Godrej Riverine,Contacted,1,Partial,EXEC19
LEAD00737,CUST00491,2025-11-08,Walk-In,,Godrej Riverine,Converted,8,Partial,EXEC01
LEAD00738,CUST00492,2025-04-13,Referral,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC04
LEAD00739,CUST00493,2026-07-14,Channel Partner,,Godrej Riverine,Contacted,4,No,EXEC08
LEAD00740,CUST00493,2026-10-27,Facebook,CAMP083,Godrej Riverine,Site Visit Scheduled,3,Partial,EXEC07
LEAD00741,CUST00494,2026-03-03,Google Search,,Godrej Riverine,Contacted,6,No,EXEC04
LEAD00742,CUST00495,2026-12-25,Walk-In,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC16
LEAD00743,CUST00496,2026-04-25,MagicBricks,,Godrej Riverine,Qualified,5,Partial,EXEC23
LEAD00744,CUST00496,2026-10-18,Google Search,,Godrej Riverine,Not Interested / Lost,8,No,EXEC15
LEAD00745,CUST00497,2026-01-04,Instagram,CAMP133,Godrej Riverine,Converted,7,Partial,EXEC27
LEAD00746,CUST00497,2026-08-04,Google Ads,CAMP118,Godrej Riverine,New,3,Partial,EXEC22
LEAD00747,CUST00497,2026-12-31,Facebook,CAMP083,Godrej Riverine,New,6,Partial,EXEC24
LEAD00748,CUST00498,2024-02-04,Instagram,CAMP119,Godrej Riverine,Contacted,7,Yes,EXEC10
LEAD00749,CUST00499,2024-09-15,99acres,,Godrej Riverine,Converted,7,Partial,EXEC15
LEAD00750,CUST00500,2025-08-04,Walk-In,,Godrej Riverine,Site Visit Scheduled,4,Partial,EXEC25
LEAD00751,CUST00500,2025-12-30,Housing.com,,Godrej Riverine,Negotiation,5,Partial,EXEC22
LEAD00752,CUST00500,2026-07-05,Facebook,CAMP142,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC01
LEAD00753,CUST00501,2026-05-12,Facebook,CAMP139,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC09
LEAD00754,CUST00502,2026-07-06,Newspaper Insert,CAMP069,Godrej Riverine,Qualified,3,Partial,EXEC15
LEAD00755,CUST00502,2026-10-28,MagicBricks,,Godrej Riverine,New,3,Partial,EXEC29
LEAD00756,CUST00503,2024-08-08,MagicBricks,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC02
LEAD00757,CUST00503,2024-09-17,LinkedIn,CAMP108,Godrej Riverine,Converted,7,Yes,EXEC15
LEAD00758,CUST00504,2026-02-20,Housing.com,,Godrej Riverine,Qualified,5,Partial,EXEC08
LEAD00759,CUST00505,2026-01-23,Facebook,CAMP079,Godrej Riverine,Contacted,3,Partial,EXEC10
LEAD00760,CUST00505,2026-03-11,Housing.com,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC21
LEAD00761,CUST00505,2026-10-16,LinkedIn,CAMP108,Godrej Riverine,Qualified,6,No,EXEC03
LEAD00762,CUST00506,2025-09-25,Channel Partner,,Godrej Riverine,Contacted,5,No,EXEC16
LEAD00763,CUST00507,2024-10-12,Referral,,Godrej Riverine,New,3,Yes,EXEC27
LEAD00764,CUST00508,2026-03-23,Referral,,Godrej Riverine,Converted,7,Partial,EXEC25
LEAD00765,CUST00509,2024-07-20,Instagram,CAMP011,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC21
LEAD00766,CUST00510,2024-12-27,Instagram,CAMP014,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC12
LEAD00767,CUST00510,2025-06-13,Channel Partner,,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC11
LEAD00768,CUST00510,2026-02-24,Instagram,CAMP065,Godrej Riverine,Contacted,5,Yes,EXEC18
LEAD00769,CUST00511,2024-03-22,Referral,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC19
LEAD00770,CUST00512,2024-12-08,Facebook,CAMP087,Godrej Riverine,Qualified,6,Yes,EXEC08
LEAD00771,CUST00512,2025-09-10,Instagram,CAMP027,Godrej Riverine,Qualified,4,Partial,EXEC25
LEAD00772,CUST00512,2026-06-09,LinkedIn,CAMP102,Godrej Riverine,New,4,Yes,EXEC10
LEAD00773,CUST00513,2024-01-06,Instagram,CAMP065,Godrej Riverine,Contacted,5,Yes,EXEC22
LEAD00774,CUST00514,2024-11-06,MagicBricks,,Godrej Riverine,Not Interested / Lost,4,No,EXEC22
LEAD00775,CUST00514,2025-02-28,Metro Branding,CAMP111,Godrej Riverine,New,5,Partial,EXEC03
LEAD00776,CUST00515,2024-10-11,Referral,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC29
LEAD00777,CUST00516,2025-03-13,Instagram,CAMP037,Godrej Riverine,Negotiation,8,Partial,EXEC02
LEAD00778,CUST00516,2025-04-29,Google Search,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC08
LEAD00779,CUST00516,2025-09-09,Referral,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC30
LEAD00780,CUST00517,2024-03-01,Metro Branding,CAMP120,Godrej Riverine,Converted,7,Yes,EXEC26
LEAD00781,CUST00517,2024-08-16,Google Search,,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC07
LEAD00782,CUST00518,2025-07-15,Referral,,Godrej Riverine,Contacted,5,Partial,EXEC28
LEAD00783,CUST00518,2025-12-17,Referral,,Godrej Riverine,Contacted,6,Partial,EXEC09
LEAD00784,CUST00519,2025-06-17,Referral,,Godrej Riverine,New,3,Partial,EXEC14
LEAD00785,CUST00519,2025-11-27,MagicBricks,,Godrej Riverine,Converted,7,Partial,EXEC09
LEAD00786,CUST00520,2024-09-13,LinkedIn,CAMP108,Godrej Riverine,Converted,10,Yes,EXEC27
LEAD00787,CUST00521,2025-09-24,Facebook,CAMP110,Godrej Riverine,Contacted,1,No,EXEC15
LEAD00788,CUST00521,2026-07-20,Housing.com,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC30
LEAD00789,CUST00522,2025-07-22,Channel Partner,,Godrej Riverine,Contacted,5,No,EXEC03
LEAD00790,CUST00523,2024-07-08,Housing.com,,Godrej Riverine,New,5,Partial,EXEC05
LEAD00791,CUST00524,2025-01-31,Instagram,CAMP014,Godrej Riverine,Qualified,3,Partial,EXEC29
LEAD00792,CUST00525,2026-10-25,Google Search,,Godrej Riverine,Not Interested / Lost,7,Partial,EXEC07
LEAD00793,CUST00526,2026-06-22,Instagram,CAMP130,Godrej Riverine,Contacted,5,Yes,EXEC03
LEAD00794,CUST00526,2026-09-26,Google Ads,CAMP081,Godrej Riverine,Converted,9,Partial,EXEC20
LEAD00795,CUST00526,2026-12-31,Google Search,,Godrej Riverine,Negotiation,10,Yes,EXEC10
LEAD00796,CUST00527,2024-12-12,Referral,,Godrej Riverine,New,6,Partial,EXEC04
LEAD00797,CUST00527,2025-09-20,Google Search,,Godrej Riverine,Qualified,7,Partial,EXEC28
LEAD00798,CUST00527,2026-06-06,Metro Branding,CAMP123,Godrej Riverine,Contacted,3,No,EXEC24
LEAD00799,CUST00528,2025-02-22,Instagram,CAMP037,Godrej Riverine,New,4,Partial,EXEC29
LEAD00800,CUST00529,2026-11-29,Google Ads,CAMP113,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC04
LEAD00801,CUST00529,2026-12-31,Google Search,,Godrej Riverine,Contacted,8,No,EXEC02
LEAD00802,CUST00529,2026-12-31,Channel Partner,,Godrej Riverine,Qualified,4,Yes,EXEC12
LEAD00803,CUST00529,2026-12-31,Channel Partner,,Godrej Riverine,Contacted,5,Yes,EXEC16
LEAD00804,CUST00530,2025-07-22,Instagram,CAMP143,Godrej Riverine,Converted,9,Partial,EXEC11
LEAD00805,CUST00530,2026-03-12,Housing.com,,Godrej Riverine,Negotiation,8,Partial,EXEC11
LEAD00806,CUST00531,2024-05-15,Google Search,,Godrej Riverine,Qualified,4,Yes,EXEC17
LEAD00807,CUST00532,2024-06-27,Google Ads,CAMP126,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC12
LEAD00808,CUST00533,2024-02-10,Facebook,CAMP094,Godrej Riverine,Qualified,5,Partial,EXEC04
LEAD00809,CUST00534,2026-04-12,Facebook,CAMP029,Godrej Riverine,Not Interested / Lost,5,No,EXEC24
LEAD00810,CUST00535,2025-07-25,Referral,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC14
LEAD00811,CUST00536,2024-02-19,Google Ads,CAMP053,Godrej Riverine,Qualified,1,Partial,EXEC21
LEAD00812,CUST00536,2024-06-28,Housing.com,,Godrej Riverine,Contacted,7,Partial,EXEC11
LEAD00813,CUST00536,2024-12-17,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC11
LEAD00814,CUST00537,2026-01-28,LinkedIn,CAMP063,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC16
LEAD00815,CUST00538,2025-12-18,Facebook,CAMP030,Godrej Riverine,Site Visit Scheduled,8,Partial,EXEC04
LEAD00816,CUST00538,2026-07-06,MagicBricks,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC15
LEAD00817,CUST00538,2026-08-29,Google Search,,Godrej Riverine,Contacted,4,Partial,EXEC27
LEAD00818,CUST00539,2024-04-30,Facebook,CAMP060,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC24
LEAD00819,CUST00539,2024-11-13,Referral,,Godrej Riverine,Negotiation,4,Partial,EXEC07
LEAD00820,CUST00540,2026-06-04,Instagram,CAMP136,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC18
LEAD00821,CUST00540,2026-11-24,Channel Partner,,Godrej Riverine,Qualified,9,Yes,EXEC23
LEAD00822,CUST00540,2026-12-31,LinkedIn,CAMP063,Godrej Riverine,Contacted,8,Partial,EXEC06
LEAD00823,CUST00541,2024-10-06,LinkedIn,CAMP108,Godrej Riverine,Site Visit Scheduled,9,Partial,EXEC04
LEAD00824,CUST00542,2024-12-08,Referral,,Godrej Riverine,Converted,7,Yes,EXEC30
LEAD00825,CUST00543,2026-12-12,Housing.com,,Godrej Riverine,Converted,7,Yes,EXEC12
LEAD00826,CUST00544,2024-09-10,Walk-In,,Godrej Riverine,New,5,Partial,EXEC12
LEAD00827,CUST00544,2024-11-18,Referral,,Godrej Riverine,Converted,7,Partial,EXEC28
LEAD00828,CUST00545,2025-10-11,Facebook,CAMP015,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC29
LEAD00829,CUST00546,2025-10-12,Channel Partner,,Godrej Riverine,Qualified,7,No,EXEC04
LEAD00830,CUST00546,2026-07-22,Instagram,CAMP067,Godrej Riverine,Contacted,5,Partial,EXEC01
LEAD00831,CUST00547,2024-01-25,99acres,,Godrej Riverine,Contacted,6,Yes,EXEC01
LEAD00832,CUST00548,2024-09-10,MagicBricks,,Godrej Riverine,Converted,7,Yes,EXEC11
LEAD00833,CUST00549,2024-08-14,Google Search,,Godrej Riverine,Contacted,5,Yes,EXEC19
LEAD00834,CUST00550,2026-05-03,99acres,,Godrej Riverine,Qualified,5,Yes,EXEC21
LEAD00835,CUST00550,2026-05-28,Channel Partner,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC21
LEAD00836,CUST00551,2024-09-27,Facebook,CAMP043,Godrej Riverine,Qualified,5,Yes,EXEC05
LEAD00837,CUST00552,2024-11-11,Referral,,Godrej Riverine,Converted,9,Yes,EXEC28
LEAD00838,CUST00552,2025-05-05,Instagram,CAMP095,Godrej Riverine,Site Visit Scheduled,9,Yes,EXEC05
LEAD00839,CUST00552,2025-11-14,Instagram,CAMP106,Godrej Riverine,Negotiation,8,Partial,EXEC18
LEAD00840,CUST00553,2025-12-13,Google Ads,CAMP036,Godrej Riverine,New,2,Partial,EXEC19
LEAD00841,CUST00554,2025-07-08,Channel Partner,,Godrej Riverine,Converted,7,Yes,EXEC19
LEAD00842,CUST00554,2025-08-13,Housing.com,,Godrej Riverine,Contacted,6,Yes,EXEC11
LEAD00843,CUST00554,2026-05-21,Referral,,Godrej Riverine,Qualified,4,Yes,EXEC05
LEAD00844,CUST00555,2025-08-08,Instagram,CAMP143,Godrej Riverine,Contacted,2,Yes,EXEC29
LEAD00845,CUST00556,2025-05-21,Facebook,CAMP079,Godrej Riverine,Not Interested / Lost,4,No,EXEC13
LEAD00846,CUST00557,2024-04-04,Google Ads,CAMP047,Godrej Riverine,Qualified,5,Partial,EXEC08
LEAD00847,CUST00557,2024-09-16,MagicBricks,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC26
LEAD00848,CUST00557,2025-04-24,Google Ads,CAMP075,Godrej Riverine,Qualified,4,Yes,EXEC16
LEAD00849,CUST00558,2024-03-19,Channel Partner,,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC20
LEAD00850,CUST00559,2024-12-18,99acres,,Godrej Riverine,Contacted,6,Yes,EXEC02
LEAD00851,CUST00560,2025-04-07,Instagram,CAMP103,Godrej Riverine,New,6,Partial,EXEC18
LEAD00852,CUST00561,2026-03-09,Instagram,CAMP065,Godrej Riverine,Converted,8,Yes,EXEC19
LEAD00853,CUST00562,2025-05-26,Instagram,CAMP103,Godrej Riverine,New,7,Partial,EXEC02
LEAD00854,CUST00563,2024-05-20,Facebook,CAMP060,Godrej Riverine,New,4,Yes,EXEC08
LEAD00855,CUST00563,2025-01-28,Facebook,CAMP122,Godrej Riverine,New,2,Partial,EXEC06
LEAD00856,CUST00564,2025-06-24,Google Ads,CAMP075,Godrej Riverine,Converted,7,Partial,EXEC22
LEAD00857,CUST00565,2026-03-12,Google Search,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC23
LEAD00858,CUST00565,2026-08-25,Metro Branding,CAMP057,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC20
LEAD00859,CUST00566,2026-05-14,Google Search,,Godrej Riverine,Contacted,2,No,EXEC10
LEAD00860,CUST00566,2026-10-08,Instagram,CAMP098,Godrej Riverine,Qualified,5,Partial,EXEC20
LEAD00861,CUST00566,2026-12-29,Google Ads,CAMP041,Godrej Riverine,New,6,No,EXEC30
LEAD00862,CUST00567,2024-03-30,LinkedIn,CAMP074,Godrej Riverine,Qualified,8,Partial,EXEC23
LEAD00863,CUST00567,2024-10-31,Google Search,,Godrej Riverine,New,6,Partial,EXEC23
LEAD00864,CUST00568,2024-10-03,Instagram,CAMP098,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC19
LEAD00865,CUST00568,2025-07-11,99acres,,Godrej Riverine,Not Interested / Lost,3,No,EXEC01
LEAD00866,CUST00569,2024-08-08,Newspaper Insert,CAMP082,Godrej Riverine,Converted,7,Yes,EXEC15
LEAD00867,CUST00570,2026-11-05,Facebook,CAMP083,Godrej Riverine,Contacted,5,No,EXEC10
LEAD00868,CUST00571,2025-09-13,Google Search,,Godrej Riverine,Qualified,3,Partial,EXEC21
LEAD00869,CUST00572,2024-07-29,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC27
LEAD00870,CUST00573,2024-08-22,Referral,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC30
LEAD00871,CUST00573,2025-06-04,Facebook,CAMP031,Godrej Riverine,Not Interested / Lost,7,No,EXEC04
LEAD00872,CUST00573,2025-06-29,Walk-In,,Godrej Riverine,New,5,Yes,EXEC09
LEAD00873,CUST00574,2026-05-28,99acres,,Godrej Riverine,Site Visit Scheduled,10,Yes,EXEC05
LEAD00874,CUST00574,2026-07-10,Google Search,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC16
LEAD00875,CUST00574,2026-12-31,Google Ads,CAMP115,Godrej Riverine,Qualified,5,Yes,EXEC22
LEAD00876,CUST00575,2026-02-13,Metro Branding,CAMP008,Godrej Riverine,Qualified,4,Partial,EXEC24
LEAD00877,CUST00576,2026-03-30,Google Ads,CAMP041,Godrej Riverine,Qualified,7,No,EXEC09
LEAD00878,CUST00577,2024-01-08,Housing.com,,Godrej Riverine,New,3,Yes,EXEC16
LEAD00879,CUST00578,2024-01-20,Google Search,,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC17
LEAD00880,CUST00578,2024-09-04,MagicBricks,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC19
LEAD00881,CUST00578,2024-12-18,Facebook,CAMP023,Godrej Riverine,Contacted,1,Partial,EXEC25
LEAD00882,CUST00579,2025-11-30,LinkedIn,CAMP063,Godrej Riverine,Converted,7,No,EXEC08
LEAD00883,CUST00579,2026-09-14,LinkedIn,CAMP062,Godrej Riverine,Contacted,4,No,EXEC14
LEAD00884,CUST00579,2026-12-31,99acres,,Godrej Riverine,Contacted,4,Partial,EXEC05
LEAD00885,CUST00580,2026-09-27,Facebook,CAMP031,Godrej Riverine,New,4,Partial,EXEC13
LEAD00886,CUST00580,2026-12-31,Google Ads,CAMP075,Godrej Riverine,Converted,8,Partial,EXEC12
LEAD00887,CUST00580,2026-12-31,Instagram,CAMP089,Godrej Riverine,Qualified,3,Yes,EXEC10
LEAD00888,CUST00581,2024-06-24,Newspaper Insert,CAMP028,Godrej Riverine,Not Interested / Lost,6,No,EXEC22
LEAD00889,CUST00582,2026-05-18,LinkedIn,CAMP102,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC23
LEAD00890,CUST00583,2026-12-03,Referral,,Godrej Riverine,Converted,9,Yes,EXEC07
LEAD00891,CUST00584,2025-08-29,Google Search,,Godrej Riverine,New,3,Partial,EXEC03
LEAD00892,CUST00585,2025-02-27,Newspaper Insert,CAMP042,Godrej Riverine,Contacted,1,Yes,EXEC14
LEAD00893,CUST00586,2026-07-28,Google Search,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC28
LEAD00894,CUST00587,2026-07-24,Walk-In,,Godrej Riverine,Not Interested / Lost,4,No,EXEC03
LEAD00895,CUST00587,2026-12-31,Facebook,CAMP122,Godrej Riverine,Contacted,4,Yes,EXEC08
LEAD00896,CUST00587,2026-12-31,MagicBricks,,Godrej Riverine,New,3,Partial,EXEC16
LEAD00897,CUST00588,2025-08-16,Google Search,,Godrej Riverine,Contacted,5,Yes,EXEC03
LEAD00898,CUST00589,2026-05-17,MagicBricks,,Godrej Riverine,New,4,Yes,EXEC09
LEAD00899,CUST00590,2026-08-13,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,No,EXEC04
LEAD00900,CUST00591,2025-08-20,Metro Branding,CAMP050,Godrej Riverine,New,2,No,EXEC25
LEAD00901,CUST00592,2024-08-17,Google Search,,Godrej Riverine,Contacted,3,Partial,EXEC23
LEAD00902,CUST00592,2024-11-02,Walk-In,,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC20
LEAD00903,CUST00593,2024-06-27,Channel Partner,,Godrej Riverine,Contacted,3,Yes,EXEC09
LEAD00904,CUST00593,2024-10-03,Channel Partner,,Godrej Riverine,Contacted,6,Yes,EXEC13
